"id","code","thumbnail","hero_image","title","category","is_vacant","is_green","leed_description","is_boma","geo_address_1","geo_address_2","geo_city","geo_province","geo_province_region","geo_country","geo_postal","geo_lat","geo_lng","geo_intersetion","sqft","vacant_sqft","description","marketing_pdf","video_url","siteplan_name","annual_average_daily_traffic","population_1km","household_1km","household_income_1km","population_3km","household_3km","household_income_3km","population_5km","household_5km","household_income_5km","social_facebook","social_twitter","social_url","vacancy_1","vacancy_2","vacancy_3","vacancy_4","vacancy_5","vacancy_6","vacancy_7","vacancy_8","vacancy_9","vacancy_10","filter_grocery_anchored","filter_urban_retail","filter_office_space","filter_under_development","sort_order","hidden","parent_name_fr","child_name_fr","leed_description_fr","geo_address_1_fr","geo_address_2_fr","geo_city_fr","geo_intersetion_fr","description_fr"
"11","CAV277","https://stage.fcr.ca/uploads//properties/thumbs/Appleby_Village011.JPG","https://stage.fcr.ca/uploads//properties/hero/Appleby_Village011.JPG","Appleby Village","Appleby Village","1","1","2015 - LEED Canada Core and Shell (CS) v1.0 Certification","0","5111 New Street",,"Burlington","ON","central","Canada","L7L 1V2","43.3694829","-79.7533773","Appleby Line / Pinedale Ave / Timber Lane / New St","209195",NULL,"<p>Voted by MoneySense in 2015, Burlington was named the number one mid-size city in Canada. Appleby Village, Appleby South and Appleby Square, are all found in this vibrant city that prides itself on its engaged and prosperous community. Anchored by several popular establishments such as Fortino&rsquo;s, TD Canada Trust, Starbucks and many others, these centers are always full of activity. Jacksons Landing is an exciting new addition to Appleby South, anchoring the centre with an urban dining experience.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Appleby Corners_Group-Brochure.pdf",,"https://fcr.ca/uploads//properties/site-plans/Appleby Village_CURRENT SITE PLAN.pdf","22797","11144.1675259322","4471.82601579651","101227.271288565","41931.8991836356","16008.0579748061","118654.150361486","98642.7424249202","39122.918950906","118995.228379546",,,,"4497","1682","0","0","0","0","0","0","0","0","1","1","1","0","16","0",,,,,,,,"<p>A vot&eacute; par MoneySense en 2015, Burlington a &eacute;t&eacute; nomm&eacute; le num&eacute;ro d&#39;une ville de taille moyenne au Canada.&nbsp;Appleby Village, Appleby Sud et Appleby Square, se trouvent tous dans cette ville anim&eacute;e qui se targue de sa communaut&eacute; engag&eacute;e et prosp&egrave;re.&nbsp;Ancr&eacute; par plusieurs &eacute;tablissements populaires tels que Fortino&rsquo;s, TD Canada Trust, Starbucks et beaucoup d&#39;autres, ces centres sont toujours pleins d&#39;activit&eacute;.&nbsp;Jacksons Landing est une nouvelle addition &agrave; Appleby Sud, l&#39;ancrage du centre avec une exp&eacute;rience culinaire urbaine. <!-- P--></p>
"
"12","CAS973","https://fcr.ca/uploads/properties/thumbs/CAS973_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CAS973_header.jpg","Appleby South","Appleby South","0","1",NULL,"0","5000 & 5004 New Street",,"Burlington","ON","central","Canada","L7L 1V1","43.3674155","-79.7534326","Appleby Line / New St","16956",NULL,"<p>Voted by MoneySense in 2015, Burlington was named the number one mid-size city in Canada. Appleby Village, Appleby South and Appleby Square, are all found in this vibrant city that prides itself on its engaged and prosperous community. Anchored by several popular establishments such as Fortino&rsquo;s, TD Canada Trust, Starbucks and many others, these centers are always full of activity. Jacksons Landing is an exciting new addition to Appleby South, anchoring the centre with an urban dining experience.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Appleby Corners_Group-Brochure.pdf",,"https://fcr.ca/uploads//properties/site-plans/Appleby-South.pdf","22797","10695.6683847681","4226.67786033824","108676.9281519","42822.9910151707","16385.5222869124","118867.144241749","93320.296819007","37243.2471326273","117390.827065784",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","14","0",,,,,,,,"<p>Vot&eacute; par MoneySense en 2015, Burlington a &eacute;t&eacute; nomm&eacute; la ville num&eacute;ro une de taille moyenne au Canada.&nbsp;Appleby Village, Appleby Sud et Appleby Square, se trouvent tous dans cette ville anim&eacute;e qui se targue de sa communaut&eacute; engag&eacute;e et croissante.&nbsp;Ancr&eacute; par plusieurs &eacute;tablissements populaires tels que Fortino &lsquo;s, TD Canada Trust, Starbucks et beaucoup d&#39;autres, ces centres sont toujours pleins d&#39;activit&eacute;s.&nbsp;Jacksons Landing est une nouvelle addition &agrave; Appleby Sud, l&#39;ancrage du centre avec une exp&eacute;rience culinaire urbaine. <!-- P--></p>
"
"13","CAS722","https://fcr.ca/uploads/properties/thumbs/CAS722_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CAS722_Header.jpg","Appleby Square","Appleby Square","0","1",NULL,"0","450 & 470 Appleby Line",,"Burlington","ON","central","Canada","L7L 2Y2","43.3675153","-79.7551407","Appleby Line / New St","26247",NULL,"<p>Voted by MoneySense in 2015, Burlington was named the number one mid-size city in Canada. Appleby Village, Appleby South and Appleby Square, are all found in this vibrant city that prides itself on its engaged and prosperous community. Anchored by several popular establishments such as Fortino&rsquo;s, TD Canada Trust, Starbucks and many others, these centers are always full of activity. Jacksons Landing is an exciting new addition to Appleby South, anchoring the centre with an urban dining experience.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Appleby Corners_Group-Brochure.pdf",,"https://fcr.ca/uploads//properties/site-plans/Appleby Square_CURRENT SITE PLAN.pdf","22797","10343.7802446112","4086.34260783717","107369.147333619","42957.5706858318","16525.976926364","118065.299328395","99693.038936222","39422.2407088261","118569.082567398",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0",,,,,,,,"<p>Vot&eacute; par MoneySense en 2015, Burlington a &eacute;t&eacute; nomm&eacute; la ville num&eacute;ro une de taille moyenne au Canada.&nbsp;Appleby Village, Appleby Sud et Appleby Square, se trouvent tous dans cette ville anim&eacute;e qui se targue de sa communaut&eacute; engag&eacute;e et croissante.&nbsp;Ancr&eacute; par plusieurs &eacute;tablissements populaires tels que Fortino &lsquo;s, TD Canada Trust, Starbucks et beaucoup d&#39;autres, ces centres sont toujours pleins d&#39;activit&eacute;s.&nbsp;Jacksons Landing est une nouvelle addition &agrave; Appleby Sud, l&#39;ancrage du centre avec une exp&eacute;rience culinaire urbaine. <!-- P--></p>
"
"14","CBL555","https://fcr.ca/uploads/properties/thumbs/CBL555_THUMB.jpg","https://fcr.ca/uploads/properties/hero/CBL555_header.jpg","Bayview Lane Plaza","Bayview Lane Plaza","1","1",NULL,"1","8180 - 8220 Bayview Avenue",,"Markham","ON","central","Canada","L3T 2S2","43.8318298","-79.4055389","Hwy 407 / Bayview Ave / Romfield Circuit","44015",NULL,"<p>Located short drive from major arteries Hwy 407 and 404, and easily accessible by GO Transit, YRT or VIVA. This site is surrounded by a densely affluent neighbourhood, offering ample space for retail and professional offices. With the opening of Starbucks to come in fall of 2017, this shopping centre will sure to be the neighbourhood hub to visit.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/BayviewLanePlaza.pdf",,"https://fcr.ca/uploads//properties/site-plans/Bayview-Lane-Plaza.pdf","61400","8630.41185599752","3185.34963196982","122412.130474385","82139.8848583894","29371.8352901274","115329.341180546","218390.338006634","76557.6546936096","116749.250542221",,,,"1930","1013","550","2240","0","0","0","0","0","0","0","1","1","0","21","0",,,,,,,,"<p>Situ&eacute; &agrave; quelques minutes en voiture des principales art&egrave;res Hwy 407 et 404, et facilement accessible par GO Transit, TRA ou VIVA.&nbsp;Ce site est entour&eacute; d&#39;un quartier dens&eacute;ment riche, offrant amplement d&#39;espace pour les bureaux de vente au d&eacute;tail et professionnels.&nbsp;Avec l&#39;ouverture de Starbucks &agrave; venir &agrave; l&#39;automne de 2017, ce centre commercial est s&ucirc;r d&#39;&ecirc;tre le lieu du quartier &agrave; visiter. <!-- P--></p>
"
"15","CBC564","https://stage.fcr.ca/uploads//properties/thumbs/10411 - Brampton Corners Sept 2011 (16).jpg","https://fcr.ca/uploads/properties/hero/CBC564_header.jpg","Brampton Corners","Brampton Corners","0","1",NULL,"1","50 - 78 Quarry Edge Drive",,"Brampton","ON","central","Canada","L6V 4L5","43.7062868","-79.7852747","Quarry Edge Dr / Hurontario St (Hwy 10) / Bovaird Dr (Hwy 7) / Yellow Brick Rd","301884",NULL,"<p>Known as The Flower City, Brampton is one of the fastest growing and prosperous cities in the GTA. This ethnically diverse and highly dense city is where you will find Brampton Corners. Anchored by Fortino&rsquo;s and Wal-Mart along with other tenants such as Keleys&rsquo;s, Chapters and Scotia Bank, whether it&rsquo;s shopping or dining, there&rsquo;s something for everyone at this site</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/BramptonCorners.pdf",,"https://fcr.ca/uploads//properties/site-plans/Brampton_Corners.pdf","54904","12097.9845327241","3601.81512747891","95782.1826932566","123370.041137286","37818.5777629344","95639.6039867943","298534.933955889","89143.224534536","100022.161413306",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","24","0",,,,,,,,"<p>Connu sous le nom de la ville de la fleur, Brampton est l&#39;une des villes les plus dynamiques et les plus prosp&egrave;res de la RGT.&nbsp;Cette ville ethniquement diversifi&eacute;e et tr&egrave;s dense est l&#39;endroit o&ugrave; vous trouverez des coins de Brampton.&nbsp;Anc&eacute;s par Fortino et Wal-Mart avec d&#39;autres locataires comme Keleys, Chapters et Scotia Bank, que ce soit pour faire du magasinage ou pour d&icirc;ner, il y en a pour tous les go&ucirc;ts de ce site. <!-- P--></p>
"
"16","CBP360","https://fcr.ca/uploads/properties/thumbs/CBP360_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CBP360_header.jpg","Bridgeport Plaza","Bridgeport Plaza","1","1",NULL,"1","70 - 94 Bridgeport Road East",,"Waterloo","ON","central","Canada","N2J 2J9","43.4698791","-80.515248","Bridgeport Rd E / Weber St N","225786",NULL,"<p>Bridgepoint Plaza is an established shopping centre located in this dynamic urban municipality. Surrounded by family homes and close to University of Waterloo and Wilfrid Laurier University this centre is always full of activity. With Major tenants Sobeys, Wal-Mart, and Shoppers Drug Mart, this centre is surely a smart one stop shopping destination for everyday needs.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Waterloo_Corners-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Bridgeport Plaza.pdf","28293","7564.76477202773","3995.18019112782","72545.1988138795","56643.1164305643","26710.2883907903","78892.5441418694","165741.295059036","70692.3296374304","91565.1485912948",,,,"4877","0","0","0","0","0","0","0","0","0","1","1","1","0","26","0",,,,,,,,"<p>Bridgepoint Plaza est un centre commercial &eacute;tabli dans cette dynamique municipalit&eacute; urbaine.&nbsp;Entour&eacute; de maisons familiales et &agrave; proximit&eacute; de l&#39;Universit&eacute; de Waterloo et de l&#39;Universit&eacute; Wilfrid Laurier, ce centre est toujours plein d&#39;activit&eacute;s.&nbsp;Avec les principaux locataires Sobeys, Wal-Mart et Shoppers Drug Mart, ce centre est s&ucirc;rement une destination de magasinage intelligent pour les besoins quotidiens. <!-- P--></p>
"
"17","CWS928","https://fcr.ca/uploads//properties/thumbs/CWS928_Thumb.jpg","https://fcr.ca/uploads//properties/hero/CWS928_Ground1.jpg","Bridgeport Plaza","Waterloo Shoppers Drug Mart","0","1",NULL,"0","50 Weber Street North",,"Waterloo","ON","central","Canada","N2J 3G7","43.4708222","-80.5125044","Bridgeport Rd E / Weber St N","15343",NULL,"<p>Waterloo Shoppers Drug Mart is an established shopping centre located in this dynamic urban municipality. Surrounded by family homes and close to University of Waterloo and Wilfrid Laurier University this centre is always full of activity.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Waterloo_Corners-MULTI.pdf",,"https://fcr.ca/uploads//properties/site-plans/Waterloo Shoppers Drug Mart.pdf","28293","7719.60861201212","3900.29773620586","82146.3928883488","57765.1901001013","27328.2988943409","79113.4406638468","162718.703731911","69623.1185346933","90555.3287659773",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","27","0",,,,,,,,"<p>Waterloo Shopper&rsquo;s Drug Mart est un centre commercial bien &eacute;tabli situ&eacute; dans cette municipalit&eacute; urbaine dynamique.&nbsp;Entour&eacute; par des maisons et &agrave; proximit&eacute; de l&#39;Universit&eacute; de Waterloo et l&#39;Universit&eacute; Wilfrid Laurier, ce centre est toujours plein d&#39;activit&eacute;. <!-- P--></p>
"
"18","CBT039","https://stage.fcr.ca/uploads//properties/thumbs/10701 - Brooklin Towne Centre May 2013 (15).JPG","https://stage.fcr.ca/uploads//properties/hero/10701 - Brooklin Towne Centre May 2013 (17).JPG","Brooklin Towne Centre","Brooklin Towne Centre","0","1","2015 - LEED Canada Core and Shell (CS) v1.0 Certification","1","5969 Baldwin Street South",,"Whitby","ON","central","Canada","L1M 2J7","43.9516674","-78.9603161","Winchester Rd E (Hwy 7) / Baldwin St S (Hwy 12)","117179",NULL,"<p>Brooklin Towne Centre is strategically situated in a rapidly growing market with affluent residents. Anchored by Shoppers Drug Mart, and popular retailers such as LCBO, The Beer Store and Tim Hortons, this centre is a sure stop for your everyday needs.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Brooklin_Towne_Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Brooklin Towne Centre (1).pdf","16200","4436.95336551685","1497.93305124715","124530.904945736","23398.0962734406","7263.46130658593","136281.201630577","46001.1194185966","14069.4102191343","135483.710455681",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","30","0",,,,,,,,"<p>Brooklin Towne Center est strat&eacute;giquement situ&eacute; dans un march&eacute; en croissance rapide avec des r&eacute;sidents ais&eacute;s.&nbsp;Ancr&eacute;e par Shoppers Drug Mart, et les d&eacute;taillants populaires tels que la LCBO, The Beer Store et Tim Hortons, ce centre est un arr&ecirc;t s&ucirc;r pour vos besoins quotidiens. <!-- P--></p>
"
"19","CBS421","https://fcr.ca/uploads/properties/thumbs/CBS421_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CBS421_Ground1.jpg","Burlingwood Shopping Centre","Burlingwood Shopping Centre","0","1",NULL,"1","2400 Guelph Line",,"Burlington","ON","central","Canada","L7P 4M7","43.3742318","-79.8363614","West side of Guelph Line, north of Upper Middle Rd and south of Dundas St","46885",NULL,"<p>Burlingwood Shopping Centre and Beacon Hill Plaza are situated in a rapidly growing mature and well established family neighbourhood. Close to major Hwys 407 ETR and QEW, these sites can&#39;t be missed. Anchored by No Frills and Rexall, this centre offers everyday shopping convenience.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Burlingwood Centres.pdf",,"https://fcr.ca/uploads//properties/site-plans/Burlingwood Shopping Centre (Beacon Hill Plaza).pdf","21090","9274.49281727523","3004.12036314607","122290.889867496","56025.2627555174","20770.474345713","117576.065069852","100098.853376885","37452.0369350574","120929.631567647",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","31","0",,,,,,,,"<p>Le centre commercial Burlingwood et Beacon Hill Plaza sont situ&eacute;s dans un quartier en pleine croissance et bien &eacute;tabli.&nbsp;Pr&egrave;s des grands Hwys 407 ETR et QEW, ces sites ne peuvent pas &ecirc;tre manqu&eacute;s.&nbsp;Ancr&eacute; par No Frills et Rexall, ce centre offre des commodit&eacute;s d&#39;achat quotidiennes. <!-- P--></p>
"
"20","CBH815","https://fcr.ca/uploads/properties/thumbs/CBH815_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CBH815_Ground1.jpg","Beacon Hill Plaza","Beacon Hill Plaza","1","1",NULL,"1","2501 Guelph Line",,"Burlington","ON","central","Canada","L7M 2A3","43.3759664","-79.8361273","East side of Guelph Line, north of Upper Middle Rd and south of Dundas St","20318",NULL,"<p>Burlingwood Shopping Centre and Beacon Hill Plaza are situated in a rapidly growing mature and well established family neighbourhood. Close to major Hwys 407 ETR and QEW, these sites can&#39;t be missed. Anchored by No Frills and Rexall, this centre offers everyday shopping convenience.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Burlingwood Centres.pdf",,"https://fcr.ca/uploads//properties/site-plans/Burlingwood Shopping Centre (Beacon Hill Plaza).pdf","21090","8047.29898651689","2595.08308067173","122446.891131579","56607.8666843393","21000.1256903469","119848.857529801","98820.1427467461","36591.0649093577","122384.531720932",,,,"1418","0","0","0","0","0","0","0","0","0","0","1","0","0","23","0",,,,,,,,"<p>Le centre commercial Burlingwood et Beacon Hill Plaza sont situ&eacute;s dans un quartier en pleine croissance et bien &eacute;tabli.&nbsp;Pr&egrave;s des grands Hwys 407 ETR et QEW, ces sites ne peuvent pas &ecirc;tre manqu&eacute;s.&nbsp;Ancr&eacute; par No Frills et Rexall, ce centre offre des commodit&eacute;s d&#39;achat quotidiennes. <!-- P--></p>
"
"21","CBV942","https://fcr.ca/uploads/properties/thumbs/CBV942_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CBV942_Ground2.jpg","Byron Village","Byron Village","1","1",NULL,"1","1240 Commissioners Road West",,"London","ON","central","Canada","N6K 1C7","42.9582868","-81.3313703","Commissioners Rd W / Boler Rd","88549",NULL,"<p>Known for the infamous Storybook Gardens is the neighbourhood of Byron in the city of London Ontario. Though this neighbourhood has evolved over the years it retains its small town character with its own downtown core. Byron Village Plaza is the main shopping grounds of this vibrant community. Anchored by Metro, Rexall, LCBO and TD Canada Trust, Byron Village Plaza serves these local residents with their everyday needs.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/ByronVillage.pdf",,"https://fcr.ca/uploads//properties/site-plans/Byron_Village_Plaza_sitemap.pdf","16933","4546.19402806088","1994.81352943182","90148.6922917753","40157.6301846337","15414.4815125465","130819.207915047","97663.1037464831","39730.6387379091","100929.480593009",,,,"1159","0","0","0","0","0","0","0","0","0","1","1","1","0","32","0",,,,,,,,"<p>Connu pour l&#39;inf&acirc;me Storybook Gardens est le quartier de Byron dans la ville de London en Ontario.&nbsp;Bien que ce quartier a &eacute;volu&eacute; au cours des ann&eacute;es, il conserve son caract&egrave;re de petite ville avec son centre-ville.&nbsp;Byron Village Plaza est le centre commercial principal de cette communaut&eacute; anim&eacute;e.&nbsp;Ancr&eacute; par Metro, Rexall, LCBO et TD Canada Trust, Byron Village Plaza sert ces r&eacute;sidents locaux avec leurs besoins quotidiens. <!-- P--></p>
"
"22","CCM299","https://fcr.ca/uploads/properties/thumbs/CCM299_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CCM299_Ground2.jpg","Cedarbrae Mall","Cedarbrae Mall","1","1",NULL,"0","3495 Lawrence Avenue East",,"Toronto","ON","central","Canada","M1H 1B3","43.758799","-79.229642","Lawrence Ave E / Markham Rd / Greencedar Circuit","476028.58",NULL,"<p>Newly renovated Cedarbrae Mall is located in a family friendly neighbourhood. This main shopping corridor is anchored by Wal-Mart, Canadian Tire and Shoppers Drug Mart. Convenient location with easy access to transit, there is no way not to head over and spend the entire day shopping the 70+ retailers. It&rsquo;s truly every day shopping made easy.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Cedar Brae Mall_Group-Brochure (1).pdf",,"https://fcr.ca/uploads//properties/site-plans/Cedarbrae-Mall.pdf","40681","13835.7854595035","4750.36219758913","69445.9857388983","128237.487973653","44724.4204953928","74638.280246266","289629.446197148","103399.217254072","73560.1214628416","https://www.facebook.com/cedarbraemall",,"https://www.cedarbraemall.ca/","1489","1126","1202","1341","748","0","0","0","0","0","1","1","1","0","49","0",,,,,,,,"<p>R&eacute;cemment r&eacute;nov&eacute;, le Centre Cedarbrae est situ&eacute; dans un quartier familial et convivial.&nbsp;Ce corridor commercial principal est ancr&eacute; par Wal-Mart, Canadian Tire et Shoppers Drug Mart.&nbsp;Bien situ&eacute; avec un acc&egrave;s facile aux transports en commun, il n&#39;y a aucun moyen de ne pas y aller et de passer toute la journ&eacute;e &agrave; magasiner les 70+ d&eacute;taillants.&nbsp;C&rsquo;est vraiment le magasinage de tous les jours qui a &eacute;t&eacute; simplifi&eacute;. <!-- P--></p>
"
"23","CLA200","https://fcr.ca/uploads/properties/thumbs/CLA200_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CLA200_Ground1.jpg","3434 Lawrence Avenue East","3434 Lawrence Avenue East","0","1",NULL,"0","3434 Lawrence Avenue East",,"Toronto","ON","central","Canada","M1H 1A9","43.7601589","-79.2284223","Lawrence Ave E / Markham Rd / Greencedar Circuit","36833",NULL,"<p>3434 Lawrence Avenue East is just minutes from the 401 Highway and located directly across from Cedarbrae Mall, this centre is anchored by Mark&#39;s, Fit 4 Less, Healthy Planet and more.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Cedar Brae Mall_Group-Brochure (1).pdf",,"https://fcr.ca/uploads//properties/site-plans/3434 Lawrence Avenue East Siteplan.pdf","40681","13835.7854595035","4750.36219758913","69445.9857388983","128237.487973653","44724.4204953928","74638.280246266","289629.446197148","103399.217254072","73560.1214628416",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0",,,,,,,,"<p>3434 Lawrence Avenue East est &agrave; quelques minutes de l&#39;autoroute 401 et est situ&eacute; directement en face du centre commercial Cedarbrae, ce centre est ancr&eacute; par Mark&rsquo;s, Fit 4 Less, Healthy Planet et encore plus. <!-- P--></p>
"
"24","CMR858","https://fcr.ca/uploads/properties/thumbs/CMR858_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CMR858_Ground3.jpg","629 Markham Road","629 Markham Road","0","1",NULL,"0","629 Markham Road",,"Toronto","ON","central","Canada","M1H 2A4","43.7609991","-79.2239836","Lawrence Ave E / Markham Rd / Greencedar Circuit","38669",NULL,"<p>629 Markham Road is just minutes from the 401 Highway and located directly across from Cedarbrae Mall, this centre is anchored by Shoppers Drug Mart and RBC.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Cedar Brae Mall_Group-Brochure (1).pdf",,"https://fcr.ca/uploads//properties/site-plans/629-Markham-Road-Siteplan.pdf","40681","13835.7854595035","4750.36219758913","69445.9857388983","128237.487973653","44724.4204953928","74638.280246266","289629.446197148","103399.217254072","73560.1214628416",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0",,,,,,,,"<p>629 Markham Road est &agrave; quelques minutes de l&#39;autoroute 401 et est situ&eacute; directement en face de Cedarbrae Mall, ce centre est ancr&eacute; par Shoppers Drug Mart et RBC. <!-- P--></p>
"
"25","CCS200","https://fcr.ca/uploads/properties/thumbs/CCS200_Thumb.jpg","https://fcr.ca/uploads/properties/gallery/CCS200_Ground1.jpg","Chartwell Shopping Centre","Chartwell Shopping Centre","0","1","2015 - LEED Canada Core and Shell (CS) 2009 Silver Certification","1","2369-2375 & 2331 Brimley Road",,"Toronto","ON","central","Canada","M1S 3L6","43.7976086","-79.2718824","Brimley Rd / Huntingwood Dr","162662",NULL,"<p>Located on Brimley Road just minutes from the 401 Highway, this shopping centre has built a longstanding reputation for its great services, conveniences and ample parking. It serves a multicultural community, of which the majority is of Asian descent. Among its current 40+ tenants is 50,000 SF Bestco Foodmart, one of the best Asian Grocers in the city! From cultural artifacts to the exquisite cuisines, this is a must go to destination to get a little taste of Asia.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Chartwell_Group-Brochure.pdf",,"https://fcr.ca/uploads//properties/site-plans/Chartwell-Shopping-Centre.pdf","31158","7782.97656299919","2295.7359929923","98796.9622457636","117808.098850653","39626.2764331237","78717.4975009551","355238.457257723","114178.988858155","80999.8025482947",,,,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","60","0",,,,,,,,"<p>Situ&eacute; sur Brimley Road, &agrave; seulement quelques minutes de l&#39;autoroute 401, ce centre commercial a construit une r&eacute;putation &agrave; longue date pour ses grands services, commodit&eacute;s et un grand lieu de stationnement. Il service &agrave; une communaut&eacute; multiculturelle, dont la majorit&eacute; est d&#39;origine asiatique.&nbsp;Parmi ses 40+ locataires actuels est de 50.000 SF Bestco Foodmart, l&#39;un des meilleurs &eacute;piciers asiatiques dans la ville!&nbsp;De biens culturels jusqu&rsquo;&agrave; des cuisines exquises, ceci est une destination n&eacute;cessaire pour obtenir un petit go&ucirc;t de l&#39;Asie. <!-- P--></p>
"
"26","CCC493","https://fcr.ca/uploads/properties/thumbs/CCC493_Thumb.jpg","https://fcr.ca/uploads/properties/hero/CCC493_Ground3.JPG","Clairfield Commons","Clairfield Commons","0","1",NULL,"1","1 - 15 Clair Road West",,"Guelph","ON","central","Canada","N1G 0A6","43.4991971","-80.1910021","Gordon St / Clair Rd","85429",NULL,"<p>Welcome to the &ldquo;Royal City&rdquo; of Guelph Ontario. This vibrant family neighbourhood has a growing diversified economy. Clairfield Commons is strategically situated in this new residential development. With major tenants Food Basics, Shoppers Drug Mart, Scotiabank, TD, Starbucks and so many more, this is THE local gathering hub for all Guelphites!</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Pergola_Commons.pdf",,"https://stage.fcr.ca/uploads//properties/site-plans/Clairfield-Commons.pdf","13162","5838.20382576063","2130.03876644745","131109.3124214","23985.5936875704","8240.40950141754","131675.323391653","42091.3172411385","15446.4612899746","124453.152049321",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","61","0",,,,,,,,"<p>Bienvenue au Royal City&rdquo; de Guelph en Ontario.&nbsp;Ce quartier orient&eacute;e vers la famille a une &eacute;conomie diversifi&eacute;e en pleine croissance.&nbsp;Clairfield Commons est strat&eacute;giquement situ&eacute; dans ce nouveau d&eacute;veloppement r&eacute;sidentiel.&nbsp;Avec les principaux locataires Food Basics, Shoppers Drug Mart, la Banque Scotia, TD, Starbucks et tant d&#39;autres, c&#39;est la plaque tournante de rassemblement local pour tous les habitants de Guelph! <!-- P--></p>
"
